WTCH_SYMD,WTCH_EYMD,JLYFS_NM,TXCT_DGRE_CD,AP_AREA_NM,AP_DN_CD,JLYFS_APRT
20130628,20130704,기타 해파리,,강원,,42.9
20130628,20130704,노무라입깃해파리,강,강원,,28.6
20130628,20130704,보름달물해파리,약,강원,,14.3
20130628,20130704,기타 해파리,,경기,,0.0
20130628,20130704,노무라입깃해파리,강,경기,,0.0
20130628,20130704,보름달물해파리,약,경기,,44.4
20130628,20130704,기타 해파리,,경남,,25.0
20130628,20130704,노무라입깃해파리,강,경남,,0.0
20130628,20130704,보름달물해파리,약,경남,,31.3
20130628,20130704,기타 해파리,,경북,,16.7
20130628,20130704,노무라입깃해파리,강,경북,,11.1
20130628,20130704,보름달물해파리,약,경북,,55.6
20130628,20130704,기타 해파리,,부산,,12.5
20130628,20130704,노무라입깃해파리,강,부산,,6.3
20130628,20130704,보름달물해파리,약,부산,,68.8
20130628,20130704,기타 해파리,,울산,,0.0
20130628,20130704,노무라입깃해파리,강,울산,,0.0
20130628,20130704,보름달물해파리,약,울산,,75.0
20130628,20130704,기타 해파리,,인천,,0.0
20130628,20130704,노무라입깃해파리,강,인천,,0.0
20130628,20130704,보름달물해파리,약,인천,,7.7
20130628,20130704,기타 해파리,,전남,,0.0
20130628,20130704,노무라입깃해파리,강,전남,,4.55
20130628,20130704,보름달물해파리,약,전남,,70.9
20130628,20130704,기타 해파리,,전북,,0.0
20130628,20130704,노무라입깃해파리,강,전북,,0.0
20130628,20130704,보름달물해파리,약,전북,,21.4
20130628,20130704,기타 해파리,,제주,,0.0
20130628,20130704,노무라입깃해파리,강,제주,,0.0
20130628,20130704,보름달물해파리,약,제주,,0.0
20130628,20130704,기타 해파리,,충남,,0.0
20130628,20130704,노무라입깃해파리,강,충남,,0.0
20130628,20130704,보름달물해파리,약,충남,,16.7
20130705,20130711,기타 해파리,,강원,,0.0
20130705,20130711,노무라입깃해파리,강,강원,,0.0
20130705,20130711,보름달물해파리,약,강원,,40.0
20130705,20130711,기타 해파리,,경기,,0.0
20130705,20130711,노무라입깃해파리,강,경기,,0.0
20130705,20130711,보름달물해파리,약,경기,,62.5
20130705,20130711,기타 해파리,,경남,,29.4
20130705,20130711,노무라입깃해파리,강,경남,,0.0
20130705,20130711,보름달물해파리,약,경남,,47.1
20130705,20130711,기타 해파리,,경북,,21.1
20130705,20130711,노무라입깃해파리,강,경북,,5.3
20130705,20130711,보름달물해파리,약,경북,,52.6
20130705,20130711,기타 해파리,,부산,,16.7
20130705,20130711,노무라입깃해파리,강,부산,,8.3
20130705,20130711,보름달물해파리,약,부산,,33.3
20130705,20130711,기타 해파리,,울산,,0.0
20130705,20130711,노무라입깃해파리,강,울산,,0.0
20130705,20130711,보름달물해파리,약,울산,,75.0
20130705,20130711,기타 해파리,,인천,,0.0
20130705,20130711,노무라입깃해파리,강,인천,,0.0
20130705,20130711,보름달물해파리,약,인천,,8.3
20130705,20130711,기타 해파리,,전남,,0.0
20130705,20130711,노무라입깃해파리,강,전남,,23.8
20130705,20130711,보름달물해파리,약,전남,,66.65
20130705,20130711,기타 해파리,,전북,,0.0
20130705,20130711,노무라입깃해파리,강,전북,,0.0
20130705,20130711,보름달물해파리,약,전북,,28.6
20130705,20130711,기타 해파리,,제주,,0.0
20130705,20130711,노무라입깃해파리,강,제주,,0.0
20130705,20130711,보름달물해파리,약,제주,,0.0
20130705,20130711,기타 해파리,,충남,,0.0
20130705,20130711,노무라입깃해파리,강,충남,,0.0
20130705,20130711,보름달물해파리,약,충남,,12.5
20130712,20130718,기타 해파리,,강원,,0.0
20130712,20130718,노무라입깃해파리,강,강원,,0.0
20130712,20130718,보름달물해파리,약,강원,,33.3
20130712,20130718,기타 해파리,,경기,,0.0
20130712,20130718,노무라입깃해파리,강,경기,,0.0
20130712,20130718,보름달물해파리,약,경기,,40.0
20130712,20130718,기타 해파리,,경남,,25.0
20130712,20130718,노무라입깃해파리,강,경남,,6.3
20130712,20130718,보름달물해파리,약,경남,,37.5
20130712,20130718,기타 해파리,,경북,,30.0
20130712,20130718,노무라입깃해파리,강,경북,,10.0
20130712,20130718,보름달물해파리,약,경북,,60.0
20130712,20130718,기타 해파리,,부산,,11.1
20130712,20130718,노무라입깃해파리,강,부산,,0.0
20130712,20130718,보름달물해파리,약,부산,,44.4
20130712,20130718,기타 해파리,,울산,,0.0
20130712,20130718,노무라입깃해파리,강,울산,,0.0
20130712,20130718,보름달물해파리,약,울산,,66.7
20130712,20130718,기타 해파리,,인천,,0.0
20130712,20130718,노무라입깃해파리,강,인천,,10.0
20130712,20130718,보름달물해파리,약,인천,,10.0
20130712,20130718,기타 해파리,,전남,,0.0
20130712,20130718,노무라입깃해파리,강,전남,,45.85
20130712,20130718,보름달물해파리,약,전남,,45.85
20130712,20130718,기타 해파리,,전북,,0.0
20130712,20130718,노무라입깃해파리,강,전북,,5.9
20130712,20130718,보름달물해파리,약,전북,,17.6
20130712,20130718,기타 해파리,,제주,,40.0
20130712,20130718,노무라입깃해파리,강,제주,,40.0
20130712,20130718,보름달물해파리,약,제주,,0.0
20130712,20130718,기타 해파리,,충남,,0.0
20130712,20130718,노무라입깃해파리,강,충남,,0.0
20130712,20130718,보름달물해파리,약,충남,,7.7
20130719,20130725,기타 해파리,,강원,,28.6
20130719,20130725,노무라입깃해파리,강,강원,,0.0
20130719,20130725,보름달물해파리,약,강원, ,71.4
20130719,20130725,기타 해파리,,경기,,0.0
20130719,20130725,노무라입깃해파리,강,경기,,0.0
20130719,20130725,보름달물해파리,약,경기,,28.6
20130719,20130725,기타 해파리,,경남,,21.1
20130719,20130725,노무라입깃해파리,강,경남,,0.0
20130719,20130725,보름달물해파리,약,경남, ,36.8
20130719,20130725,기타 해파리,,경북,,13.3
20130719,20130725,노무라입깃해파리,강,경북,,6.7
20130719,20130725,보름달물해파리,약,경북, ,73.3
20130719,20130725,기타 해파리,,부산,,10.0
20130719,20130725,노무라입깃해파리,강,부산,,10.0
20130719,20130725,보름달물해파리,약,부산,,70.0
20130719,20130725,기타 해파리,,울산,,0.0
20130719,20130725,노무라입깃해파리,강,울산,,25.0
20130719,20130725,보름달물해파리,약,울산, ,50.0
20130719,20130725,기타 해파리,,인천,,0.0
20130719,20130725,노무라입깃해파리,강,인천,,0.0
20130719,20130725,보름달물해파리,약,인천,,0.0
20130719,20130725,기타 해파리,,전남,,0.0
20130719,20130725,노무라입깃해파리,강,전남,,75.0
20130719,20130725,보름달물해파리,약,전남, ,25.0
20130719,20130725,기타 해파리,,전북,,0.0
20130719,20130725,노무라입깃해파리,강,전북,,22.7
20130719,20130725,보름달물해파리,약,전북,,9.1
20130719,20130725,기타 해파리,,제주,,0.0
20130719,20130725,노무라입깃해파리,강,제주,,42.9
20130719,20130725,보름달물해파리,약,제주,,0.0
20130719,20130725,기타 해파리,,충남,,0.0
20130719,20130725,노무라입깃해파리,강,충남,,0.0
20130719,20130725,보름달물해파리,약,충남,,27.3
20130726,20130801,기타 해파리,,강원,,0.0
20130726,20130801,노무라입깃해파리,강,강원,,16.7
20130726,20130801,보름달물해파리,약,강원, ,83.3
20130726,20130801,기타 해파리,,경기,,0.0
20130726,20130801,노무라입깃해파리,강,경기,,0.0
20130726,20130801,보름달물해파리,약,경기,,37.5
20130726,20130801,기타 해파리,,경남,,23.8
20130726,20130801,노무라입깃해파리,강,경남, ,9.5
20130726,20130801,보름달물해파리,약,경남, ,42.9
20130726,20130801,기타 해파리,,경북,,6.3
20130726,20130801,노무라입깃해파리,강,경북, ,25.0
20130726,20130801,보름달물해파리,약,경북, ,75.0
20130726,20130801,기타 해파리,,부산,,7.7
20130726,20130801,노무라입깃해파리,강,부산,,15.4
20130726,20130801,보름달물해파리,약,부산,,53.8
20130726,20130801,기타 해파리,,울산,,0.0
20130726,20130801,노무라입깃해파리,강,울산,,40.0
20130726,20130801,보름달물해파리,약,울산, ,40.0
20130726,20130801,기타 해파리,,인천,,0.0
20130726,20130801,노무라입깃해파리,강,인천,,27.3
20130726,20130801,보름달물해파리,약,인천,,0.0
20130726,20130801,기타 해파리,,전남,,0.0
20130726,20130801,노무라입깃해파리,강,전남, ,81.25
20130726,20130801,보름달물해파리,약,전남, ,31.25
20130726,20130801,기타 해파리,,전북,,0.0
20130726,20130801,노무라입깃해파리,강,전북, ,47.4
20130726,20130801,보름달물해파리,약,전북,,10.5
20130726,20130801,기타 해파리,,제주,,16.7
20130726,20130801,노무라입깃해파리,강,제주,,83.3
20130726,20130801,보름달물해파리,약,제주,,0.0
20130726,20130801,기타 해파리,,충남,,0.0
20130726,20130801,노무라입깃해파리,강,충남,,16.7
20130726,20130801,보름달물해파리,약,충남,,25.0
20130802,20130808,기타 해파리,,강원,,0.0
20130802,20130808,노무라입깃해파리,강,강원,,16.7
20130802,20130808,보름달물해파리,약,강원, ,83.3
20130802,20130808,기타 해파리,,경기,,0.0
20130802,20130808,노무라입깃해파리,강,경기,,16.7
20130802,20130808,보름달물해파리,약,경기,,50.0
20130802,20130808,기타 해파리,,경남,,27.8
20130802,20130808,노무라입깃해파리,강,경남, ,11.1
20130802,20130808,보름달물해파리,약,경남, ,50.0
20130802,20130808,기타 해파리,,경북,,14.3
20130802,20130808,노무라입깃해파리,강,경북, ,33.3
20130802,20130808,보름달물해파리,약,경북, ,61.9
20130802,20130808,기타 해파리,,부산,,21.4
20130802,20130808,노무라입깃해파리,강,부산, ,28.6
20130802,20130808,보름달물해파리,약,부산,,42.9
20130802,20130808,기타 해파리,,울산,,0.0
20130802,20130808,노무라입깃해파리,강,울산,,100.0
20130802,20130808,보름달물해파리,약,울산, ,0.0
20130802,20130808,기타 해파리,,인천,,0.0
20130802,20130808,노무라입깃해파리,강,인천,,27.3
20130802,20130808,보름달물해파리,약,인천,,9.1
20130802,20130808,기타 해파리,,전남,,0.0
20130802,20130808,노무라입깃해파리,강,전남, ,76.35
20130802,20130808,보름달물해파리,약,전남, ,22.75
20130802,20130808,기타 해파리,,전북,,0.0
20130802,20130808,노무라입깃해파리,강,전북, ,73.3
20130802,20130808,보름달물해파리,약,전북,,0.0
20130802,20130808,기타 해파리,,제주,,0.0
20130802,20130808,노무라입깃해파리,강,제주, ,85.7
20130802,20130808,보름달물해파리,약,제주,,0.0
20130802,20130808,기타 해파리,,충남,,0.0
20130802,20130808,노무라입깃해파리,강,충남,,41.7
20130802,20130808,보름달물해파리,약,충남,,16.7
20130808,20130814,기타 해파리,,강원,,20.0
20130808,20130814,노무라입깃해파리,강,강원,,0.0
20130808,20130814,보름달물해파리,약,강원, ,80.0
20130808,20130814,기타 해파리,,경기,,0.0
20130808,20130814,노무라입깃해파리,강,경기,,60.0
20130808,20130814,보름달물해파리,약,경기,,60.0
20130808,20130814,기타 해파리,,경남,,31.3
20130808,20130814,노무라입깃해파리,강,경남,,12.5
20130808,20130814,보름달물해파리,약,경남, ,62.5
20130808,20130814,기타 해파리,,경북,,16.7
20130808,20130814,노무라입깃해파리,강,경북, ,38.9
20130808,20130814,보름달물해파리,약,경북, ,66.7
20130808,20130814,기타 해파리,,부산,,18.8
20130808,20130814,노무라입깃해파리,강,부산, ,31.3
20130808,20130814,보름달물해파리,약,부산,,43.8
20130808,20130814,기타 해파리,,울산,,0.0
20130808,20130814,노무라입깃해파리,강,울산, ,100.0
20130808,20130814,보름달물해파리,약,울산, ,0.0
20130808,20130814,기타 해파리,,인천,,0.0
20130808,20130814,노무라입깃해파리,강,인천,,70.0
20130808,20130814,보름달물해파리,약,인천,,20.0
20130808,20130814,기타 해파리,,전남,,0.0
20130808,20130814,노무라입깃해파리,강,전남, ,75.95
20130808,20130814,보름달물해파리,약,전남, ,19.25
20130808,20130814,기타 해파리,,전북,,6.3
20130808,20130814,노무라입깃해파리,강,전북, ,75.0
20130808,20130814,보름달물해파리,약,전북,,12.5
20130808,20130814,기타 해파리,,제주,,0.0
20130808,20130814,노무라입깃해파리,강,제주,,40.0
20130808,20130814,보름달물해파리,약,제주,,0.0
20130808,20130814,기타 해파리,,충남,,0.0
20130808,20130814,노무라입깃해파리,강,충남,,30.8
20130808,20130814,보름달물해파리,약,충남,,15.4
20130816,20130822,기타 해파리,,강원,,16.7
20130816,20130822,노무라입깃해파리,강,강원,,16.7
20130816,20130822,보름달물해파리,약,강원, ,100.0
20130816,20130822,기타 해파리,,경기,,0.0
20130816,20130822,노무라입깃해파리,강,경기,,66.7
20130816,20130822,보름달물해파리,약,경기,,33.3
20130816,20130822,기타 해파리,,경남, ,36.8
20130816,20130822,노무라입깃해파리,강,경남,,26.3
20130816,20130822,보름달물해파리,약,경남, ,73.7
20130816,20130822,기타 해파리,,경북,,11.1
20130816,20130822,노무라입깃해파리,강,경북, ,66.7
20130816,20130822,보름달물해파리,약,경북, ,66.7
20130816,20130822,기타 해파리,,부산, ,26.7
20130816,20130822,노무라입깃해파리,강,부산, ,33.3
20130816,20130822,보름달물해파리,약,부산,,40.0
20130816,20130822,기타 해파리,,울산,,0.0
20130816,20130822,노무라입깃해파리,강,울산, ,100.0
20130816,20130822,보름달물해파리,약,울산,,0.0
20130816,20130822,기타 해파리,,인천,,0.0
20130816,20130822,노무라입깃해파리,강,인천, ,71.4
20130816,20130822,보름달물해파리,약,인천,,21.4
20130816,20130822,기타 해파리,,전남,,5.0
20130816,20130822,노무라입깃해파리,강,전남, ,80.0
20130816,20130822,보름달물해파리,약,전남, ,30.0
20130816,20130822,기타 해파리,,전북,,0.0
20130816,20130822,노무라입깃해파리,강,전북, ,84.2
20130816,20130822,보름달물해파리,약,전북,,21.1
20130816,20130822,기타 해파리,,제주,,0.0
20130816,20130822,노무라입깃해파리,강,제주,,40.0
20130816,20130822,보름달물해파리,약,제주,,0.0
20130816,20130822,기타 해파리,,충남,,0.0
20130816,20130822,노무라입깃해파리,강,충남,,38.5
20130816,20130822,보름달물해파리,약,충남,,23.1
20130823,20130829,기타 해파리,,강원,,0.0
20130823,20130829,노무라입깃해파리,강,강원,,33.3
20130823,20130829,보름달물해파리,약,강원, ,100.0
20130823,20130829,기타 해파리,,경기,,0.0
20130823,20130829,노무라입깃해파리,강,경기,,66.7
20130823,20130829,보름달물해파리,약,경기,,16.7
20130823,20130829,기타 해파리,,경남, ,35.3
20130823,20130829,노무라입깃해파리,강,경남, ,35.3
20130823,20130829,보름달물해파리,약,경남, ,82.4
20130823,20130829,기타 해파리,,경북,,4.8
20130823,20130829,노무라입깃해파리,강,경북, ,85.7
20130823,20130829,보름달물해파리,약,경북, ,47.6
20130823,20130829,기타 해파리,,부산,,22.2
20130823,20130829,노무라입깃해파리,강,부산,,22.2
20130823,20130829,보름달물해파리,약,부산,,55.6
20130823,20130829,기타 해파리,,울산,,0.0
20130823,20130829,노무라입깃해파리,강,울산, ,100.0
20130823,20130829,보름달물해파리,약,울산,,0.0
20130823,20130829,기타 해파리,,인천,,0.0
20130823,20130829,노무라입깃해파리,강,인천,,53.3
20130823,20130829,보름달물해파리,약,인천,,13.3
20130823,20130829,기타 해파리,,전남,,0.0
20130823,20130829,노무라입깃해파리,강,전남, ,70.85
20130823,20130829,보름달물해파리,약,전남, ,27.8
20130823,20130829,기타 해파리,,전북,,0.0
20130823,20130829,노무라입깃해파리,강,전북, ,75.0
20130823,20130829,보름달물해파리,약,전북,,15.0
20130823,20130829,기타 해파리,,제주,,0.0
20130823,20130829,노무라입깃해파리,강,제주,,16.7
20130823,20130829,보름달물해파리,약,제주,,0.0
20130823,20130829,기타 해파리,,충남,,0.0
20130823,20130829,노무라입깃해파리,강,충남,,41.7
20130823,20130829,보름달물해파리,약,충남,,16.7
20130830,20130905,기타 해파리,,강원,,0.0
20130830,20130905,노무라입깃해파리,강,강원,,25.0
20130830,20130905,보름달물해파리,약,강원, ,100.0
20130830,20130905,기타 해파리,,경기,,0.0
20130830,20130905,노무라입깃해파리,강,경기,,50.0
20130830,20130905,보름달물해파리,약,경기,,0.0
20130830,20130905,기타 해파리,,경남, ,30.8
20130830,20130905,노무라입깃해파리,강,경남, ,38.5
20130830,20130905,보름달물해파리,약,경남, ,69.2
20130830,20130905,기타 해파리,,경북,,0.0
20130830,20130905,노무라입깃해파리,강,경북, ,81.8
20130830,20130905,보름달물해파리,약,경북, ,36.4
20130830,20130905,기타 해파리,,부산,,18.2
20130830,20130905,노무라입깃해파리,강,부산, ,18.2
20130830,20130905,보름달물해파리,약,부산,,36.4
20130830,20130905,기타 해파리,,울산,,0.0
20130830,20130905,노무라입깃해파리,강,울산, ,75.0
20130830,20130905,보름달물해파리,약,울산,,0.0
20130830,20130905,기타 해파리,,인천,,0.0
20130830,20130905,노무라입깃해파리,강,인천,,53.3
20130830,20130905,보름달물해파리,약,인천,,0.0
20130830,20130905,기타 해파리,,전남,,0.0
20130830,20130905,노무라입깃해파리,강,전남, ,81.25
20130830,20130905,보름달물해파리,약,전남,,25.0
20130830,20130905,기타 해파리,,전북,,0.0
20130830,20130905,노무라입깃해파리,강,전북, ,65.0
20130830,20130905,보름달물해파리,약,전북,,5.0
20130830,20130905,기타 해파리,,제주,,0.0
20130830,20130905,노무라입깃해파리,강,제주,,0.0
20130830,20130905,보름달물해파리,약,제주,,0.0
20130830,20130905,기타 해파리,,충남,,0.0
20130830,20130905,노무라입깃해파리,강,충남,,16.7
20130830,20130905,보름달물해파리,약,충남,,0.0
20130906,20130912,기타 해파리,,강원,,0.0
20130906,20130912,노무라입깃해파리,강,강원,,16.7
20130906,20130912,보름달물해파리,약,강원, ,100.0
20130906,20130912,기타 해파리,,경기,,0.0
20130906,20130912,노무라입깃해파리,강,경기,,25.0
20130906,20130912,보름달물해파리,약,경기,,25.0
20130906,20130912,기타 해파리,,경남, ,35.7
20130906,20130912,노무라입깃해파리,강,경남, ,35.7
20130906,20130912,보름달물해파리,약,경남, ,71.4
20130906,20130912,기타 해파리,,경북,,0.0
20130906,20130912,노무라입깃해파리,강,경북,,63.2
20130906,20130912,보름달물해파리,약,경북, ,36.8
20130906,20130912,기타 해파리,,부산,,20.0
20130906,20130912,노무라입깃해파리,강,부산, ,26.7
20130906,20130912,보름달물해파리,약,부산,,33.3
20130906,20130912,기타 해파리,,울산,,0.0
20130906,20130912,노무라입깃해파리,강,울산, ,40.0
20130906,20130912,보름달물해파리,약,울산,,0.0
20130906,20130912,기타 해파리,,인천, ,8.3
20130906,20130912,노무라입깃해파리,강,인천,,41.7
20130906,20130912,보름달물해파리,약,인천,,8.3
20130906,20130912,기타 해파리,,전남,,0.0
20130906,20130912,노무라입깃해파리,강,전남, ,85.7
20130906,20130912,보름달물해파리,약,전남,,21.45
20130906,20130912,기타 해파리,,전북,,0.0
20130906,20130912,노무라입깃해파리,강,전북, ,70.0
20130906,20130912,보름달물해파리,약,전북,,5.0
20130906,20130912,기타 해파리,,제주,,0.0
20130906,20130912,노무라입깃해파리,강,제주,,33.3
20130906,20130912,보름달물해파리,약,제주,,0.0
20130906,20130912,기타 해파리,,충남,,0.0
20130906,20130912,노무라입깃해파리,강,충남,,33.3
20130906,20130912,보름달물해파리,약,충남,,13.3
20130911,20130917,기타 해파리,,강원,,0.0
20130911,20130917,노무라입깃해파리,강,강원,,16.7
20130911,20130917,보름달물해파리,약,강원, ,100.0
20130911,20130917,기타 해파리,,경기,,0.0
20130911,20130917,노무라입깃해파리,강,경기,,20.0
20130911,20130917,보름달물해파리,약,경기,,20.0
20130911,20130917,기타 해파리,,경남, ,31.3
20130911,20130917,노무라입깃해파리,강,경남, ,31.3
20130911,20130917,보름달물해파리,약,경남, ,62.5
20130911,20130917,기타 해파리,,경북,,0.0
20130911,20130917,노무라입깃해파리,강,경북,,55.0
20130911,20130917,보름달물해파리,약,경북,,45.0
20130911,20130917,기타 해파리,,부산, ,20.0
20130911,20130917,노무라입깃해파리,강,부산, ,20.0
20130911,20130917,보름달물해파리,약,부산,,26.7
20130911,20130917,기타 해파리,,울산,,0.0
20130911,20130917,노무라입깃해파리,강,울산, ,50.0
20130911,20130917,보름달물해파리,약,울산,,0.0
20130911,20130917,기타 해파리,,인천,,0.0
20130911,20130917,노무라입깃해파리,강,인천,,23.1
20130911,20130917,보름달물해파리,약,인천,,7.7
20130911,20130917,기타 해파리,,전남,,0.0
20130911,20130917,노무라입깃해파리,강,전남, ,85.7
20130911,20130917,보름달물해파리,약,전남,,21.45
20130911,20130917,기타 해파리,,전북,,0.0
20130911,20130917,노무라입깃해파리,강,전북, ,68.2
20130911,20130917,보름달물해파리,약,전북,,9.1
20130911,20130917,기타 해파리,,제주,,0.0
20130911,20130917,노무라입깃해파리,강,제주,,20.0
20130911,20130917,보름달물해파리,약,제주,,0.0
20130911,20130917,기타 해파리,,충남,,0.0
20130911,20130917,노무라입깃해파리,강,충남,,38.5
20130911,20130917,보름달물해파리,약,충남,,15.4
20130920,20130926,기타 해파리,,강원,,0.0
20130920,20130926,노무라입깃해파리,강,강원,,28.6
20130920,20130926,보름달물해파리,약,강원, ,100.0
20130920,20130926,기타 해파리,,경기,,0.0
20130920,20130926,노무라입깃해파리,강,경기,,16.7
20130920,20130926,보름달물해파리,약,경기,,16.7
20130920,20130926,기타 해파리,,경남, ,26.7
20130920,20130926,노무라입깃해파리,강,경남,,26.7
20130920,20130926,보름달물해파리,약,경남, ,46.7
20130920,20130926,기타 해파리,,경북,,0.0
20130920,20130926,노무라입깃해파리,강,경북,,56.5
20130920,20130926,보름달물해파리,약,경북,,26.1
20130920,20130926,기타 해파리,,부산,,14.3
20130920,20130926,노무라입깃해파리,강,부산, ,28.6
20130920,20130926,보름달물해파리,약,부산,,42.9
20130920,20130926,기타 해파리,,울산,,0.0
20130920,20130926,노무라입깃해파리,강,울산, ,40.0
20130920,20130926,보름달물해파리,약,울산,,0.0
20130920,20130926,기타 해파리,,인천,,0.0
20130920,20130926,노무라입깃해파리,강,인천,,33.3
20130920,20130926,보름달물해파리,약,인천,,0.0
20130920,20130926,기타 해파리,,전남,,0.0
20130920,20130926,노무라입깃해파리,강,전남, ,100.0
20130920,20130926,보름달물해파리,약,전남,,16.65
20130920,20130926,기타 해파리,,전북,,0.0
20130920,20130926,노무라입깃해파리,강,전북, ,66.7
20130920,20130926,보름달물해파리,약,전북,,4.2
20130920,20130926,기타 해파리,,제주,,0.0
20130920,20130926,노무라입깃해파리,강,제주,,25.0
20130920,20130926,보름달물해파리,약,제주,,0.0
20130920,20130926,기타 해파리,,충남,,0.0
20130920,20130926,노무라입깃해파리,강,충남,,30.8
20130920,20130926,보름달물해파리,약,충남,,0.0
20130928,20131004,기타 해파리,,강원,,0.0
20130928,20131004,노무라입깃해파리,강,강원,,33.3
20130928,20131004,보름달물해파리,약,강원, ,100.0
20130928,20131004,기타 해파리,,경기,,0.0
20130928,20131004,노무라입깃해파리,강,경기,,16.7
20130928,20131004,보름달물해파리,약,경기,,0.0
20130928,20131004,기타 해파리,,경남, ,25.0
20130928,20131004,노무라입깃해파리,강,경남,,18.8
20130928,20131004,보름달물해파리,약,경남, ,50.0
20130928,20131004,기타 해파리,,경북,,0.0
20130928,20131004,노무라입깃해파리,강,경북,,52.4
20130928,20131004,보름달물해파리,약,경북,,14.3
20130928,20131004,기타 해파리,,부산,,7.1
20130928,20131004,노무라입깃해파리,강,부산,,28.6
20130928,20131004,보름달물해파리,약,부산,,50.0
20130928,20131004,기타 해파리,,울산,,0.0
20130928,20131004,노무라입깃해파리,강,울산,,40.0
20130928,20131004,보름달물해파리,약,울산,,0.0
20130928,20131004,기타 해파리,,인천,,0.0
20130928,20131004,노무라입깃해파리,강,인천,,50.0
20130928,20131004,보름달물해파리,약,인천,,0.0
20130928,20131004,기타 해파리,,전남,,0.0
20130928,20131004,노무라입깃해파리,강,전남, ,86.65
20130928,20131004,보름달물해파리,약,전남,,16.65
20130928,20131004,기타 해파리,,전북,,0.0
20130928,20131004,노무라입깃해파리,강,전북, ,61.9
20130928,20131004,보름달물해파리,약,전북,,4.8
20130928,20131004,기타 해파리,,제주,,0.0
20130928,20131004,노무라입깃해파리,강,제주,,42.9
20130928,20131004,보름달물해파리,약,제주,,0.0
20130928,20131004,기타 해파리,,충남,,0.0
20130928,20131004,노무라입깃해파리,강,충남,,25.0
20130928,20131004,보름달물해파리,약,충남,,6.3
20131004,20131010,기타 해파리,,강원,,0.0
20131004,20131010,노무라입깃해파리,강,강원,,0.0
20131004,20131010,보름달물해파리,약,강원, ,66.7
20131004,20131010,기타 해파리,,경기,,0.0
20131004,20131010,노무라입깃해파리,강,경기,,12.5
20131004,20131010,보름달물해파리,약,경기,,12.5
20131004,20131010,기타 해파리,,경남, ,14.3
20131004,20131010,노무라입깃해파리,강,경남,,21.4
20131004,20131010,보름달물해파리,약,경남, ,28.6
20131004,20131010,기타 해파리,,경북,,0.0
20131004,20131010,노무라입깃해파리,강,경북,,28.6
20131004,20131010,보름달물해파리,약,경북,,14.3
20131004,20131010,기타 해파리,,부산,,12.5
20131004,20131010,노무라입깃해파리,강,부산,,25.0
20131004,20131010,보름달물해파리,약,부산,,12.5
20131004,20131010,기타 해파리,,울산,,0.0
20131004,20131010,노무라입깃해파리,강,울산,,50.0
20131004,20131010,보름달물해파리,약,울산,,0.0
20131004,20131010,기타 해파리,,인천,,0.0
20131004,20131010,노무라입깃해파리,강,인천,,42.9
20131004,20131010,보름달물해파리,약,인천,,0.0
20131004,20131010,기타 해파리,,전남,,0.0
20131004,20131010,노무라입깃해파리,강,전남, ,75.0
20131004,20131010,보름달물해파리,약,전남,,16.65
20131004,20131010,기타 해파리,,전북,,0.0
20131004,20131010,노무라입깃해파리,강,전북, ,47.4
20131004,20131010,보름달물해파리,약,전북,,10.5
20131004,20131010,기타 해파리,,제주,,0.0
20131004,20131010,노무라입깃해파리,강,제주,,0.0
20131004,20131010,보름달물해파리,약,제주,,0.0
20131004,20131010,기타 해파리,,충남,,0.0
20131004,20131010,노무라입깃해파리,강,충남,,23.1
20131004,20131010,보름달물해파리,약,충남,,7.7
20131012,20131018,기타 해파리,,강원,,0.0
20131012,20131018,노무라입깃해파리,강,강원,,33.3
20131012,20131018,보름달물해파리,약,강원,,66.7
20131012,20131018,기타 해파리,,경기,,0.0
20131012,20131018,노무라입깃해파리,강,경기,,16.7
20131012,20131018,보름달물해파리,약,경기,,16.7
20131012,20131018,기타 해파리,,경남, ,5.9
20131012,20131018,노무라입깃해파리,강,경남,,29.4
20131012,20131018,보름달물해파리,약,경남, ,23.5
20131012,20131018,기타 해파리,,경북,,0.0
20131012,20131018,노무라입깃해파리,강,경북,,21.4
20131012,20131018,보름달물해파리,약,경북,,0.0
20131012,20131018,기타 해파리,,부산,,0.0
20131012,20131018,노무라입깃해파리,강,부산,,33.3
20131012,20131018,보름달물해파리,약,부산,,0.0
20131012,20131018,기타 해파리,,울산,,0.0
20131012,20131018,노무라입깃해파리,강,울산,,20.0
20131012,20131018,보름달물해파리,약,울산,,0.0
20131012,20131018,기타 해파리,,인천,,0.0
20131012,20131018,노무라입깃해파리,강,인천,,16.7
20131012,20131018,보름달물해파리,약,인천,,8.3
20131012,20131018,기타 해파리,,전남,,0.0
20131012,20131018,노무라입깃해파리,강,전남, ,85.7
20131012,20131018,보름달물해파리,약,전남,,7.15
20131012,20131018,기타 해파리,,전북,,0.0
20131012,20131018,노무라입깃해파리,강,전북, ,45.5
20131012,20131018,보름달물해파리,약,전북,,4.5
20131012,20131018,기타 해파리,,제주,,0.0
20131012,20131018,노무라입깃해파리,강,제주,,50.0
20131012,20131018,보름달물해파리,약,제주,,0.0
20131012,20131018,기타 해파리,,충남,,0.0
20131012,20131018,노무라입깃해파리,강,충남,,18.2
20131012,20131018,보름달물해파리,약,충남,,18.2
20131018,20131024,기타 해파리,,강원,,0.0
20131018,20131024,노무라입깃해파리,강,강원,,33.3
20131018,20131024,보름달물해파리,약,강원,,66.7
