,해역,연안정점,관측일시,수온,수온 QC Flag,기온,기온 QC,운량,천기,지역,year,month
11542,남해,부산(20103),20130101,13.5,2,1.5,2,11%-20%,쾌청(운량:0-2),부산,2013,01
11543,남해,부산(20103),20130102,13.3,2,1.2,2,21%-30%,개임(운량:3-7),부산,2013,01
11544,남해,부산(20103),20130103,12.9,2,-6.3,2,11%-20%,쾌청(운량:0-2),부산,2013,01
11545,남해,부산(20103),20130104,12.9,2,-5.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11546,남해,부산(20103),20130105,12.4,2,-4.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11547,남해,부산(20103),20130106,12.4,2,3.0,2,11%-20%,쾌청(운량:0-2),부산,2013,01
11548,남해,부산(20103),20130107,12.8,2,2.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11549,남해,부산(20103),20130108,12.4,2,2.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11550,남해,부산(20103),20130109,12.2,2,-1.5,2,11%-20%,쾌청(운량:0-2),부산,2013,01
11551,남해,부산(20103),20130110,12.4,2,-4.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11552,남해,부산(20103),20130111,12.2,2,1.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11553,남해,부산(20103),20130112,12.2,2,5.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11554,남해,부산(20103),20130113,12.7,2,6.5,2,71%-80%,흐림(운량:8-10),부산,2013,01
11555,남해,부산(20103),20130114,12.6,2,4.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11556,남해,부산(20103),20130115,12.4,2,4.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11557,남해,부산(20103),20130116,12.3,2,4.0,2,11%-20%,쾌청(운량:0-2),부산,2013,01
11558,남해,부산(20103),20130117,12.0,2,2.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11559,남해,부산(20103),20130118,12.1,2,-1.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11560,남해,부산(20103),20130119,12.4,2,1.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11561,남해,부산(20103),20130120,13.2,2,5.0,2,61%-70%,흐림(운량:8-10),부산,2013,01
11563,남해,부산(20103),20130122,13.1,2,6.5,2,71%-80%,흐림(운량:8-10),부산,2013,01
11564,남해,부산(20103),20130123,13.0,2,6.0,2,71%-80%,흐림(운량:8-10),부산,2013,01
11565,남해,부산(20103),20130124,13.0,2,4.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11566,남해,부산(20103),20130125,11.5,2,-2.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11567,남해,부산(20103),20130126,11.3,2,-4.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11568,남해,부산(20103),20130127,11.6,2,-4.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11569,남해,부산(20103),20130128,11.5,2,-3.0,2,1%-10%,쾌청(운량:0-2),부산,2013,01
11570,남해,부산(20103),20130129,11.8,2,6.5,2,11%-20%,쾌청(운량:0-2),부산,2013,01
11571,남해,부산(20103),20130130,11.1,2,4.0,2,21%-30%,개임(운량:3-7),부산,2013,01
11572,남해,부산(20103),20130131,11.1,2,10.0,2,51%-60%,흐림(운량:8-10),부산,2013,01
11574,남해,부산(20103),20130202,12.2,2,8.6,2,11%-20%,쾌청(운량:0-2),부산,2013,02
11575,남해,부산(20103),20130203,12.4,2,5.0,2,11%-20%,쾌청(운량:0-2),부산,2013,02
11576,남해,부산(20103),20130204,11.9,2,8.0,2,81%-90%,비,부산,2013,02
11577,남해,부산(20103),20130205,11.9,2,5.0,2,81%-90%,흐림(운량:8-10),부산,2013,02
11579,남해,부산(20103),20130207,11.1,2,1.0,2,21%-30%,개임(운량:3-7),부산,2013,02
11580,남해,부산(20103),20130208,10.7,2,-9.0,2,31%-40%,개임(운량:3-7),부산,2013,02
11581,남해,부산(20103),20130209,11.2,2,-1.4,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11582,남해,부산(20103),20130210,11.1,2,0.0,2,11%-20%,쾌청(운량:0-2),부산,2013,02
11583,남해,부산(20103),20130211,11.1,2,2.0,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11584,남해,부산(20103),20130212,11.7,2,6.0,2,61%-70%,흐림(운량:8-10),부산,2013,02
11585,남해,부산(20103),20130213,11.8,2,0.0,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11586,남해,부산(20103),20130214,11.7,2,5.0,2,11%-20%,쾌청(운량:0-2),부산,2013,02
11587,남해,부산(20103),20130215,11.7,2,5.0,2,21%-30%,쾌청(운량:0-2),부산,2013,02
11588,남해,부산(20103),20130216,11.2,2,0.0,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11589,남해,부산(20103),20130217,11.4,2,5.3,2,71%-80%,흐림(운량:8-10),부산,2013,02
11591,남해,부산(20103),20130219,11.2,2,5.0,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11592,남해,부산(20103),20130220,11.2,2,-1.0,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11593,남해,부산(20103),20130221,11.4,2,1.0,2,61%-70%,흐림(운량:8-10),부산,2013,02
11594,남해,부산(20103),20130222,11.1,2,5.0,2,11%-20%,개임(운량:3-7),부산,2013,02
11595,남해,부산(20103),20130223,11.3,2,4.0,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11596,남해,부산(20103),20130224,11.0,2,2.7,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11597,남해,부산(20103),20130225,11.4,2,7.0,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11598,남해,부산(20103),20130226,11.1,2,8.0,2,61%-70%,흐림(운량:8-10),부산,2013,02
11599,남해,부산(20103),20130227,11.0,2,8.0,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11600,남해,부산(20103),20130228,11.1,2,14.0,2,1%-10%,쾌청(운량:0-2),부산,2013,02
11602,남해,부산(20103),20130302,11.2,2,0.8,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11605,남해,부산(20103),20130305,11.9,2,6.3,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11606,남해,부산(20103),20130306,11.8,2,9.0,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11608,남해,부산(20103),20130308,11.6,2,10.8,2,61%-70%,흐림(운량:8-10),부산,2013,03
11609,남해,부산(20103),20130309,11.8,2,13.0,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11611,남해,부산(20103),20130311,11.5,2,9.0,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11612,남해,부산(20103),20130312,11.5,2,9.0,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11614,남해,부산(20103),20130314,11.5,2,5.0,2,21%-30%,쾌청(운량:0-2),부산,2013,03
11615,남해,부산(20103),20130315,11.3,2,8.0,2,21%-30%,개임(운량:3-7),부산,2013,03
11616,남해,부산(20103),20130316,11.4,2,11.6,2,71%-80%,흐림(운량:8-10),부산,2013,03
11617,남해,부산(20103),20130317,11.6,2,9.0,2,51%-60%,개임(운량:3-7),부산,2013,03
11619,남해,부산(20103),20130319,12.1,2,13.0,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11620,남해,부산(20103),20130320,12.3,2,10.0,2,71%-80%,흐림(운량:8-10),부산,2013,03
11621,남해,부산(20103),20130321,12.3,2,5.2,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11622,남해,부산(20103),20130322,12.3,2,9.0,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11623,남해,부산(20103),20130323,12.3,2,12.0,2,31%-40%,개임(운량:3-7),부산,2013,03
11624,남해,부산(20103),20130324,12.5,2,11.0,2,21%-30%,개임(운량:3-7),부산,2013,03
11625,남해,부산(20103),20130325,12.4,2,7.0,2,61%-70%,개임(운량:3-7),부산,2013,03
11626,남해,부산(20103),20130326,12.2,2,9.0,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11627,남해,부산(20103),20130327,12.2,2,11.0,2,61%-70%,개임(운량:3-7),부산,2013,03
11628,남해,부산(20103),20130328,12.3,2,15.0,2,1%-10%,쾌청(운량:0-2),부산,2013,03
11629,남해,부산(20103),20130329,12.3,2,12.6,2,61%-70%,흐림(운량:8-10),부산,2013,03
11630,남해,부산(20103),20130330,12.4,2,9.0,2,31%-40%,개임(운량:3-7),부산,2013,03
11631,남해,부산(20103),20130331,12.4,2,11.0,2,61%-70%,개임(운량:3-7),부산,2013,03
11632,남해,부산(20103),20130401,12.7,2,12.0,2,51%-60%,비,부산,2013,04
11633,남해,부산(20103),20130402,12.8,2,13.0,2,71%-80%,쾌청(운량:0-2),부산,2013,04
11634,남해,부산(20103),20130403,12.8,2,9.0,2,1%-10%,쾌청(운량:0-2),부산,2013,04
11635,남해,부산(20103),20130404,12.5,2,15.0,2,71%-80%,쾌청(운량:0-2),부산,2013,04
11636,남해,부산(20103),20130405,12.7,2,13.0,2,51%-60%,쾌청(운량:0-2),부산,2013,04
11638,남해,부산(20103),20130407,12.9,2,8.0,2,71%-80%,개임(운량:3-7),부산,2013,04
11640,남해,부산(20103),20130409,12.7,2,10.0,2,11%-20%,쾌청(운량:0-2),부산,2013,04
11641,남해,부산(20103),20130410,12.3,2,4.0,2,1%-10%,흐림(운량:8-10),부산,2013,04
11642,남해,부산(20103),20130411,12.4,2,7.0,2,1%-10%,쾌청(운량:0-2),부산,2013,04
11643,남해,부산(20103),20130412,12.3,2,7.8,2,1%-10%,쾌청(운량:0-2),부산,2013,04
11644,남해,부산(20103),20130413,12.5,2,7.0,2,1%-10%,비,부산,2013,04
11646,남해,부산(20103),20130415,12.7,2,10.0,2,61%-70%,개임(운량:3-7),부산,2013,04
11649,남해,부산(20103),20130418,13.0,2,11.0,2,71%-80%,비,부산,2013,04
11651,남해,부산(20103),20130420,13.0,2,9.0,2,71%-80%,흐림(운량:8-10),부산,2013,04
11652,남해,부산(20103),20130421,13.1,2,10.0,2,1%-10%,쾌청(운량:0-2),부산,2013,04
11653,남해,부산(20103),20130422,13.1,2,13.8,2,1%-10%,쾌청(운량:0-2),부산,2013,04
11654,남해,부산(20103),20130423,13.0,2,15.0,2,81%-90%,개임(운량:3-7),부산,2013,04
11656,남해,부산(20103),20130425,13.3,2,10.0,2,1%-10%,개임(운량:3-7),부산,2013,04
11657,남해,부산(20103),20130426,13.2,2,12.0,2,1%-10%,쾌청(운량:0-2),부산,2013,04
11658,남해,부산(20103),20130427,13.1,2,14.0,2,1%-10%,개임(운량:3-7),부산,2013,04
11659,남해,부산(20103),20130428,13.3,2,16.0,2,1%-10%,쾌청(운량:0-2),부산,2013,04
11660,남해,부산(20103),20130429,13.5,2,15.0,2,71%-80%,흐림(운량:8-10),부산,2013,04
11661,남해,부산(20103),20130430,13.2,2,13.0,2,71%-80%,흐림(운량:8-10),부산,2013,04
11663,남해,부산(20103),20130502,13.5,2,14.0,2,51%-60%,개임(운량:3-7),부산,2013,05
11664,남해,부산(20103),20130503,13.3,2,14.0,2,1%-10%,쾌청(운량:0-2),부산,2013,05
11665,남해,부산(20103),20130504,13.4,2,13.0,2,1%-10%,쾌청(운량:0-2),부산,2013,05
11666,남해,부산(20103),20130505,13.6,2,17.0,2,1%-10%,쾌청(운량:0-2),부산,2013,05
11667,남해,부산(20103),20130506,13.3,2,19.0,2,1%-10%,쾌청(운량:0-2),부산,2013,05
11668,남해,부산(20103),20130507,13.5,2,15.0,2,41%-50%,개임(운량:3-7),부산,2013,05
11669,남해,부산(20103),20130508,13.5,2,15.4,2,31%-40%,개임(운량:3-7),부산,2013,05
11670,남해,부산(20103),20130509,13.6,2,17.0,2,61%-70%,개임(운량:3-7),부산,2013,05
11672,남해,부산(20103),20130511,13.7,2,19.0,2,21%-30%,개임(운량:3-7),부산,2013,05
11673,남해,부산(20103),20130512,13.6,2,19.7,2,1%-10%,쾌청(운량:0-2),부산,2013,05
11674,남해,부산(20103),20130513,13.8,2,17.4,2,81%-90%,안개(Fog),부산,2013,05
11675,남해,부산(20103),20130514,13.9,2,21.7,2,11%-20%,쾌청(운량:0-2),부산,2013,05
11676,남해,부산(20103),20130515,13.9,2,19.3,2,21%-30%,개임(운량:3-7),부산,2013,05
11678,남해,부산(20103),20130517,14.2,2,15.0,2,11%-20%,쾌청(운량:0-2),부산,2013,05
11679,남해,부산(20103),20130518,14.3,2,16.0,2,11%-20%,쾌청(운량:0-2),부산,2013,05
11681,남해,부산(20103),20130520,14.2,2,17.0,2,71%-80%,흐림(운량:8-10),부산,2013,05
11682,남해,부산(20103),20130521,14.0,2,19.0,2,1%-10%,쾌청(운량:0-2),부산,2013,05
11683,남해,부산(20103),20130522,14.1,2,20.2,2,1%-10%,쾌청(운량:0-2),부산,2013,05
11684,남해,부산(20103),20130523,14.8,2,20.4,2,21%-30%,개임(운량:3-7),부산,2013,05
11685,남해,부산(20103),20130524,14.8,2,21.2,2,11%-20%,개임(운량:3-7),부산,2013,05
11686,남해,부산(20103),20130525,14.6,2,18.1,2,81%-90%,안개(Fog),부산,2013,05
11687,남해,부산(20103),20130526,14.7,2,16.0,2,81%-90%,안개(Fog),부산,2013,05
11688,남해,부산(20103),20130527,14.9,2,20.0,2,71%-80%,흐림(운량:8-10),부산,2013,05
11690,남해,부산(20103),20130529,15.1,2,19.2,2,71%-80%,흐림(운량:8-10),부산,2013,05
11691,남해,부산(20103),20130530,14.9,2,22.3,2,21%-30%,개임(운량:3-7),부산,2013,05
11692,남해,부산(20103),20130531,15.0,2,22.6,2,61%-70%,개임(운량:3-7),부산,2013,05
11693,남해,부산(20103),20130601,14.8,2,21.0,2,71%-80%,흐림(운량:8-10),부산,2013,06
11694,남해,부산(20103),20130602,14.9,2,19.0,2,61%-70%,개임(운량:3-7),부산,2013,06
11695,남해,부산(20103),20130603,15.5,2,17.0,2,1%-10%,쾌청(운량:0-2),부산,2013,06
11696,남해,부산(20103),20130604,16.5,2,20.3,2,21%-30%,개임(운량:3-7),부산,2013,06
11697,남해,부산(20103),20130605,16.9,2,21.5,2,71%-80%,흐림(운량:8-10),부산,2013,06
11698,남해,부산(20103),20130606,17.0,2,19.3,2,81%-90%,안개(Fog),부산,2013,06
11699,남해,부산(20103),20130607,18.8,2,20.7,2,71%-80%,흐림(운량:8-10),부산,2013,06
11700,남해,부산(20103),20130608,18.7,2,20.0,2,51%-60%,개임(운량:3-7),부산,2013,06
11701,남해,부산(20103),20130609,19.4,2,20.0,2,71%-80%,흐림(운량:8-10),부산,2013,06
11702,남해,부산(20103),20130610,19.5,2,21.4,2,51%-60%,개임(운량:3-7),부산,2013,06
11703,남해,부산(20103),20130611,19.5,2,22.0,2,71%-80%,흐림(운량:8-10),부산,2013,06
11704,남해,부산(20103),20130612,19.2,2,21.7,2,81%-90%,비,부산,2013,06
11705,남해,부산(20103),20130613,17.6,2,20.9,2,81%-90%,안개(Fog),부산,2013,06
11707,남해,부산(20103),20130615,18.7,2,23.0,2,1%-10%,쾌청(운량:0-2),부산,2013,06
11708,남해,부산(20103),20130616,19.4,2,20.0,2,1%-10%,쾌청(운량:0-2),부산,2013,06
11709,남해,부산(20103),20130617,15.7,2,24.5,2,51%-60%,개임(운량:3-7),부산,2013,06
11710,남해,부산(20103),20130618,18.2,2,23.7,2,81%-90%,안개(Fog),부산,2013,06
11712,남해,부산(20103),20130620,17.1,2,21.8,2,71%-80%,흐림(운량:8-10),부산,2013,06
11713,남해,부산(20103),20130621,19.3,2,20.5,2,71%-80%,흐림(운량:8-10),부산,2013,06
11714,남해,부산(20103),20130622,17.6,2,20.0,2,71%-80%,흐림(운량:8-10),부산,2013,06
11715,남해,부산(20103),20130623,18.7,2,21.0,2,81%-90%,비,부산,2013,06
11716,남해,부산(20103),20130624,16.4,2,23.0,2,21%-30%,개임(운량:3-7),부산,2013,06
11717,남해,부산(20103),20130625,17.0,2,23.1,2,71%-80%,흐림(운량:8-10),부산,2013,06
11718,남해,부산(20103),20130626,17.8,2,22.9,2,61%-70%,흐림(운량:8-10),부산,2013,06
11719,남해,부산(20103),20130627,18.6,2,22.0,2,21%-30%,개임(운량:3-7),부산,2013,06
11720,남해,부산(20103),20130628,19.2,2,22.0,2,31%-40%,개임(운량:3-7),부산,2013,06
11721,남해,부산(20103),20130629,16.6,2,21.8,2,1%-10%,쾌청(운량:0-2),부산,2013,06
11722,남해,부산(20103),20130630,18.0,2,22.0,2,1%-10%,쾌청(운량:0-2),부산,2013,06
11723,남해,부산(20103),20130701,18.8,2,24.8,2,11%-20%,쾌청(운량:0-2),부산,2013,07
11724,남해,부산(20103),20130702,19.5,2,24.8,2,71%-80%,흐림(운량:8-10),부산,2013,07
11730,남해,부산(20103),20130708,17.6,2,25.0,2,61%-70%,개임(운량:3-7),부산,2013,07
11731,남해,부산(20103),20130709,16.2,2,23.0,2,31%-40%,개임(운량:3-7),부산,2013,07
11732,남해,부산(20103),20130710,15.5,2,23.1,2,1%-10%,쾌청(운량:0-2),부산,2013,07
11733,남해,부산(20103),20130711,14.8,2,22.2,2,1%-10%,쾌청(운량:0-2),부산,2013,07
11734,남해,부산(20103),20130712,14.0,2,25.2,2,51%-60%,개임(운량:3-7),부산,2013,07
11735,남해,부산(20103),20130713,14.8,2,25.2,2,81%-90%,안개(Fog),부산,2013,07
11738,남해,부산(20103),20130716,15.5,2,26.1,2,31%-40%,개임(운량:3-7),부산,2013,07
11739,남해,부산(20103),20130717,16.6,2,25.2,2,31%-40%,개임(운량:3-7),부산,2013,07
11740,남해,부산(20103),20130718,16.5,2,26.8,2,31%-40%,개임(운량:3-7),부산,2013,07
11741,남해,부산(20103),20130719,17.8,2,24.9,2,11%-20%,개임(운량:3-7),부산,2013,07
11742,남해,부산(20103),20130720,19.0,2,28.8,2,51%-60%,개임(운량:3-7),부산,2013,07
11743,남해,부산(20103),20130721,20.8,2,26.0,2,1%-10%,쾌청(운량:0-2),부산,2013,07
11744,남해,부산(20103),20130722,20.0,2,25.8,2,51%-60%,개임(운량:3-7),부산,2013,07
11745,남해,부산(20103),20130723,18.9,2,25.0,2,61%-70%,개임(운량:3-7),부산,2013,07
11747,남해,부산(20103),20130725,14.0,2,24.0,2,81%-90%,안개(Fog),부산,2013,07
11748,남해,부산(20103),20130726,14.5,2,28.8,2,51%-60%,개임(운량:3-7),부산,2013,07
11749,남해,부산(20103),20130727,15.9,2,27.8,2,51%-60%,개임(운량:3-7),부산,2013,07
11750,남해,부산(20103),20130728,15.1,2,25.9,2,71%-80%,흐림(운량:8-10),부산,2013,07
11751,남해,부산(20103),20130729,14.6,2,24.3,2,71%-80%,흐림(운량:8-10),부산,2013,07
11752,남해,부산(20103),20130730,14.2,2,24.6,2,81%-90%,안개(Fog),부산,2013,07
11753,남해,부산(20103),20130731,15.5,2,26.8,2,71%-80%,흐림(운량:8-10),부산,2013,07
11754,남해,부산(20103),20130801,16.5,2,24.6,2,71%-80%,안개(Fog),부산,2013,08
11755,남해,부산(20103),20130802,19.2,2,26.5,2,71%-80%,흐림(운량:8-10),부산,2013,08
11756,남해,부산(20103),20130803,20.5,2,27.8,2,61%-70%,개임(운량:3-7),부산,2013,08
11757,남해,부산(20103),20130804,19.3,2,27.2,2,51%-60%,개임(운량:3-7),부산,2013,08
11758,남해,부산(20103),20130805,18.5,2,26.8,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11759,남해,부산(20103),20130806,16.0,2,27.3,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11760,남해,부산(20103),20130807,17.0,2,27.9,2,81%-90%,안개(Fog),부산,2013,08
11761,남해,부산(20103),20130808,16.3,2,27.8,2,41%-50%,개임(운량:3-7),부산,2013,08
11762,남해,부산(20103),20130809,16.3,2,25.9,2,81%-90%,안개(Fog),부산,2013,08
11763,남해,부산(20103),20130810,16.2,2,25.2,2,81%-90%,안개(Fog),부산,2013,08
11764,남해,부산(20103),20130811,15.4,2,27.0,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11765,남해,부산(20103),20130812,14.4,2,27.2,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11766,남해,부산(20103),20130813,17.8,2,28.9,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11767,남해,부산(20103),20130814,15.9,2,28.3,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11768,남해,부산(20103),20130815,17.0,2,29.0,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11769,남해,부산(20103),20130816,16.3,2,28.0,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11770,남해,부산(20103),20130817,19.1,2,29.5,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11771,남해,부산(20103),20130818,17.0,2,28.6,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11772,남해,부산(20103),20130819,20.9,2,28.2,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11773,남해,부산(20103),20130820,25.9,2,29.8,2,1%-10%,쾌청(운량:0-2),부산,2013,08
11774,남해,부산(20103),20130821,27.1,2,28.8,2,21%-30%,개임(운량:3-7),부산,2013,08
11775,남해,부산(20103),20130822,25.3,2,28.9,2,81%-90%,비,부산,2013,08
11777,남해,부산(20103),20130824,21.8,2,27.0,2,71%-80%,흐림(운량:8-10),부산,2013,08
11778,남해,부산(20103),20130825,18.1,2,25.8,2,61%-70%,개임(운량:3-7),부산,2013,08
11779,남해,부산(20103),20130826,22.9,2,27.8,2,21%-30%,개임(운량:3-7),부산,2013,08
11780,남해,부산(20103),20130827,17.9,2,28.9,2,11%-20%,쾌청(운량:0-2),부산,2013,08
11781,남해,부산(20103),20130828,21.3,2,27.4,2,11%-20%,개임(운량:3-7),부산,2013,08
11782,남해,부산(20103),20130829,22.9,2,28.8,2,51%-60%,개임(운량:3-7),부산,2013,08
11783,남해,부산(20103),20130830,20.3,2,26.7,2,61%-70%,개임(운량:3-7),부산,2013,08
11785,남해,부산(20103),20130901,23.8,2,24.0,2,61%-70%,개임(운량:3-7),부산,2013,09
11786,남해,부산(20103),20130902,25.5,2,25.0,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11787,남해,부산(20103),20130903,25.3,2,25.5,2,71%-80%,흐림(운량:8-10),부산,2013,09
11788,남해,부산(20103),20130904,25.6,2,23.7,2,21%-30%,개임(운량:3-7),부산,2013,09
11789,남해,부산(20103),20130905,25.8,2,23.7,2,21%-30%,쾌청(운량:0-2),부산,2013,09
11790,남해,부산(20103),20130906,25.0,2,23.0,2,71%-80%,흐림(운량:8-10),부산,2013,09
11792,남해,부산(20103),20130908,24.1,2,23.1,2,31%-40%,개임(운량:3-7),부산,2013,09
11793,남해,부산(20103),20130909,22.8,2,24.5,2,11%-20%,쾌청(운량:0-2),부산,2013,09
11794,남해,부산(20103),20130910,21.4,2,25.9,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11795,남해,부산(20103),20130911,21.2,2,27.2,2,61%-70%,개임(운량:3-7),부산,2013,09
11796,남해,부산(20103),20130912,20.9,2,27.1,2,71%-80%,흐림(운량:8-10),부산,2013,09
11797,남해,부산(20103),20130913,22.0,2,26.7,2,51%-60%,개임(운량:3-7),부산,2013,09
11798,남해,부산(20103),20130914,22.4,2,26.9,2,71%-80%,흐림(운량:8-10),부산,2013,09
11799,남해,부산(20103),20130915,22.6,2,27.4,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11800,남해,부산(20103),20130916,23.5,2,24.2,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11801,남해,부산(20103),20130917,24.7,2,25.1,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11802,남해,부산(20103),20130918,24.8,2,26.0,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11803,남해,부산(20103),20130919,24.2,2,25.3,2,11%-20%,개임(운량:3-7),부산,2013,09
11804,남해,부산(20103),20130920,24.6,2,26.0,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11805,남해,부산(20103),20130921,22.0,2,28.0,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11806,남해,부산(20103),20130922,20.8,2,25.8,2,21%-30%,개임(운량:3-7),부산,2013,09
11807,남해,부산(20103),20130923,23.6,2,25.0,2,11%-20%,쾌청(운량:0-2),부산,2013,09
11808,남해,부산(20103),20130924,23.3,2,26.8,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11809,남해,부산(20103),20130925,22.6,2,25.0,2,71%-80%,흐림(운량:8-10),부산,2013,09
11810,남해,부산(20103),20130926,22.2,2,21.0,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11811,남해,부산(20103),20130927,23.0,2,22.8,2,1%-10%,쾌청(운량:0-2),부산,2013,09
11812,남해,부산(20103),20130928,23.1,2,23.0,2,61%-70%,개임(운량:3-7),부산,2013,09
11813,남해,부산(20103),20130929,22.9,2,24.0,2,71%-80%,흐림(운량:8-10),부산,2013,09
11814,남해,부산(20103),20130930,22.8,2,24.5,2,71%-80%,흐림(운량:8-10),부산,2013,09
11815,남해,부산(20103),20131001,23.1,2,24.0,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11816,남해,부산(20103),20131002,23.3,2,24.0,2,71%-80%,흐림(운량:8-10),부산,2013,10
11817,남해,부산(20103),20131003,23.6,2,22.3,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11818,남해,부산(20103),20131004,22.6,2,21.5,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11819,남해,부산(20103),20131005,22.2,2,23.2,2,51%-60%,개임(운량:3-7),부산,2013,10
11821,남해,부산(20103),20131007,22.6,2,25.2,2,21%-30%,개임(운량:3-7),부산,2013,10
11824,남해,부산(20103),20131010,22.7,2,23.0,2,71%-80%,흐림(운량:8-10),부산,2013,10
11825,남해,부산(20103),20131011,22.5,2,23.5,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11826,남해,부산(20103),20131012,22.0,2,19.8,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11827,남해,부산(20103),20131013,21.5,2,21.6,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11828,남해,부산(20103),20131014,21.4,2,22.3,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11829,남해,부산(20103),20131015,21.7,2,23.0,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11831,남해,부산(20103),20131017,21.4,2,18.0,2,11%-20%,쾌청(운량:0-2),부산,2013,10
11832,남해,부산(20103),20131018,21.0,2,18.8,2,21%-30%,개임(운량:3-7),부산,2013,10
11833,남해,부산(20103),20131019,20.5,2,20.0,2,51%-60%,개임(운량:3-7),부산,2013,10
11834,남해,부산(20103),20131020,20.9,2,20.0,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11835,남해,부산(20103),20131021,21.1,2,18.0,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11836,남해,부산(20103),20131022,20.8,2,19.0,2,51%-60%,개임(운량:3-7),부산,2013,10
11837,남해,부산(20103),20131023,20.9,2,19.0,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11838,남해,부산(20103),20131024,20.8,2,18.7,2,81%-90%,비,부산,2013,10
11839,남해,부산(20103),20131025,21.0,2,18.1,2,51%-60%,흐림(운량:8-10),부산,2013,10
11840,남해,부산(20103),20131026,21.0,2,15.6,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11841,남해,부산(20103),20131027,20.2,2,16.3,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11842,남해,부산(20103),20131028,20.5,2,17.0,2,11%-20%,쾌청(운량:0-2),부산,2013,10
11843,남해,부산(20103),20131029,20.4,2,17.1,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11844,남해,부산(20103),20131030,20.6,2,17.6,2,1%-10%,쾌청(운량:0-2),부산,2013,10
11845,남해,부산(20103),20131031,19.9,2,18.3,2,61%-70%,개임(운량:3-7),부산,2013,10
