조사년도,해역,연안명칭,수온표층,염분표층,수소이온농도(ph) 표층,용존산소량(표층),화학적산소요구량 표층,암모니아질소 표층,아질산성 질소 표층,질산성질소 표층,용존무기질소 표층,총질소 표층,용존무기인 표층,총인 표층,규산규소 표층,부유물질 표층,클로로필 표층,투명도 표층,지역
2021,동해,감포항,18.49,32.79,8.21,8.93,1.17,14.53,2.96,38.98,56.47,191.13,12.42,21.64,208.05,7.9,1.35,4.5,경북
2021,남해,울산항,16.36,30.22,8.0,6.43,1.72,117.28,14.39,263.71,395.38,513.77,28.71,51.09,722.47,6.55,2.09,2.25,울산
2021,남해,대변항,19.95,32.56,7.95,6.94,1.94,51.41,4.81,72.83,129.05,228.17,18.62,35.82,326.48,8.85,1.44,2.6,부산
2021,남해,부산항,19.9,32.49,8.02,7.61,1.75,37.45,4.65,51.62,93.72,213.13,11.81,31.17,218.02,6.42,2.85,3.53,부산
2021,남해,신항,18.07,32.08,8.18,8.44,1.53,8.52,4.31,117.32,130.15,219.55,11.97,31.19,355.47,10.85,2.55,1.6,경남
2021,남해,마산항,17.65,31.16,8.16,8.5,3.42,37.41,0.8,6.37,44.58,319.67,10.59,43.83,142.94,12.7,8.14,2.2,경남
2021,남해,옥포항,20.34,31.65,8.03,8.58,1.9,41.52,4.53,64.05,110.1,205.12,11.25,24.52,204.4,7.94,3.29,2.93,경남
2021,남해,삼덕항,18.52,32.84,8.04,8.13,1.85,20.93,3.63,51.82,76.38,186.25,11.52,30.05,239.13,6.98,3.64,3.73,경남
2021,남해,삼천포항,17.88,32.56,8.08,7.81,1.88,9.46,3.73,39.62,52.81,161.22,8.94,25.09,183.25,7.08,1.32,3.75,경남
2021,남해,광 양 만,19.26,31.38,8.14,8.36,2.69,8.32,5.54,25.2,39.06,242.84,22.34,50.95,206.09,8.0,3.02,3.3,충남
2021,남해,여수신항,19.28,31.49,8.07,9.22,2.47,18.43,1.18,9.95,29.56,221.15,2.84,27.15,64.9,10.06,3.01,4.17,전남
2021,남해,제주항,20.75,32.64,8.24,7.59,1.2,5.72,3.08,53.87,62.67,117.47,5.19,11.24,170.8,22.5,1.13,8.05,제주
2021,남해,성산항,20.58,32.42,8.3,9.19,1.6,12.29,4.17,59.86,76.31,185.48,5.32,19.41,192.53,24.13,2.54,3.5,제주
2021,남해,서귀포항,19.63,31.93,8.19,8.84,1.16,15.13,5.16,649.82,670.1,811.71,17.72,30.59,1454.52,17.84,1.4,6.88,제주
2021,남해,한림항,19.76,32.65,8.3,9.34,1.7,23.27,3.91,170.22,197.39,585.26,5.11,19.46,210.85,28.14,3.0,3.5,전남
2021,남해,완도항,18.19,31.5,8.03,7.61,1.86,30.94,8.87,67.99,107.8,241.0,14.63,31.7,255.47,9.47,1.85,1.75,전남
2021,서해,목포항,17.14,27.95,8.06,9.34,1.52,63.11,21.38,260.73,345.22,463.49,15.62,35.24,314.44,8.4,2.51,2.38,전남
2021,서해,대천항,15.82,31.35,7.95,8.79,1.5,36.45,3.46,28.06,67.96,268.0,16.65,27.64,294.83,7.0,1.17,2.65,충남
2021,서해,평택항,15.18,28.95,8.14,10.74,2.49,27.94,8.47,78.52,114.92,491.84,21.78,44.24,124.95,12.2,8.34,2.2,경기
2021,서해,인천항,15.5,28.78,7.93,8.25,2.29,275.58,25.42,374.02,675.02,746.25,40.46,55.06,640.98,12.0,2.5,1.2,인천
2021,서해,섬진강,18.25,24.15,8.03,8.04,2.38,79.86,15.3,420.34,515.5,662.67,23.24,42.14,1323.27,11.32,4.22,2.17,전북
2021,남해,낙동강하구,17.82,23.47,8.23,8.88,2.58,73.97,29.06,569.82,672.83,830.17,12.69,33.19,487.59,9.59,5.38,2.01,부산
