"해역","연안정점","관측일시","수온","수온 QC Flag","기온","기온 QC","운량","천기"
"남해","가덕도(20201)","20130101","10.2","1","5","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130102","","2","-3.5","2","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130103","","2","-5.5","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130104","9.8","2","-1.8","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130105","9.9","1","0.5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130106","9.5","1","2.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130107","9.8","2","2.2","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130108","9.8","2","2.5","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130109","10","2","-0.8","2","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130110","9.8","2","-1","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130111","10","2","2","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130112","10.4","1","5.5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130113","10.4","1","5.2","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130114","10.6","1","5.1","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130115","9.2","2","4.7","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130116","10.2","2","4.8","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130117","","2","0.8","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130118","5","2","10.2","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130119","10.4","1","6.8","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130120","10.4","1","6.6","1","61%-70%","개임(운량:3-7)"
"남해","가덕도(20201)","20130121","","2","8","2","81%-90%","비"
"남해","가덕도(20201)","20130122","10.6","1","7.9","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130123","9.8","1","5.4","1","91%-100%","비"
"남해","가덕도(20201)","20130124","9.5","2","3","2","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130125","9","2","-2.1","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130126","9.2","1","1.5","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130127","9.4","1","-2","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130128","9.4","2","-0.5","2","Zero","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130129","9.8","2","4","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130130","10.2","2","7","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130131","10.4","2","7.2","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130201","","2","6.2","2","91%-100%","비"
"남해","가덕도(20201)","20130202","10.2","1","8.8","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130203","10.2","1","4.2","1","51%-60%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130204","10","2","5.4","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130205","7","2","10.2","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130206","10.2","2","5.6","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130207","","2","2.2","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130208","9.9","2","-7.5","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130209","8.9","1","-0.5","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130210","9.2","1","1","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130211","9.4","1","1.4","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130212","9.6","2","4","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130213","9.8","2","2.5","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130214","10.2","2","6.5","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130215","10.4","2","7","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130216","10.2","1","0","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130217","10.4","1","7.6","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130218","10.6","1","6.5","1","81%-90%","비"
"남해","가덕도(20201)","20130219","10.4","1","4.2","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130220","9.2","2","1.9","2","81%-90%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130221","8.9","2","3.6","2","71%-80%","개임(운량:3-7)"
"남해","가덕도(20201)","20130222","10.6","2","4.5","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130223","10.4","1","1.5","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130224","10.4","1","4.8","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130225","10.6","2","10.8","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130226","10.6","2","9.7","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130227","10.7","2","8","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130228","10.8","1","12","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130301","","2","11.5","2","91%-100%","비"
"남해","가덕도(20201)","20130302","11","1","1.7","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130303","11.2","1","4.2","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130304","11.2","1","5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130305","1.4","2","5.8","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130306","11.4","2","8","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130307","11.4","1","14.5","1","61%-70%","개임(운량:3-7)"
"남해","가덕도(20201)","20130308","11.4","2","10","2","61%-70%","개임(운량:3-7)"
"남해","가덕도(20201)","20130309","10.5","1","11.6","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130310","10.1","1","12.1","1","81%-90%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130311","10.8","2","11","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130312","10.8","2","12","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130313","","2","12.8","2","91%-100%","비"
"남해","가덕도(20201)","20130314","10.2","2","7","2","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130315","10.2","2","7.4","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130316","10.2","1","10.5","1","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130317","10.2","1","10.3","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130318","","2","13.2","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130319","10.6","2","13","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130320","10.6","2","13","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130321","10.8","2","4.8","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130322","10.8","2","8.4","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130323","11","1","9.2","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130324","11","1","10.2","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130325","11.2","2","9","2","51%-60%",""
"남해","가덕도(20201)","20130326","11.6","2","8.9","2","51%-60%",""
"남해","가덕도(20201)","20130327","11.4","2","12.7","2","11%-20%",""
"남해","가덕도(20201)","20130328","11.4","2","14.8","2","1%-10%",""
"남해","가덕도(20201)","20130329","11.4","2","11.4","2","71%-80%",""
"남해","가덕도(20201)","20130330","11.4","1","12.2","1","51%-60%",""
"남해","가덕도(20201)","20130331","11.4","2","12.4","2","51%-60%",""
"남해","가덕도(20201)","20130401","12.2","1","14.2","1","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130402","12.2","2","12.8","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130403","12.2","2","11.1","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130404","12.3","2","14","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130405","12.4","2","14.2","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130406","","2","12.8","2","81%-90%","비"
"남해","가덕도(20201)","20130407","","2","8.6","2","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130408","12.2","2","10.5","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130409","12.2","2","11","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130410","12","2","6.2","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130411","12.2","2","9.4","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130412","12.4","2","8.2","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130413","12.6","1","10.5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130414","","2","17.5","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130415","12.5","2","10","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130416","12.6","2","16.5","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130417","","2","12.5","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130418","12.8","1","13.2","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130419","12.7","2","12.5","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130420","12.6","1","9.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130421","12.6","1","9.8","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130422","12.8","2","12","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130423","13.2","2","12.5","2","91%-100%","비"
"남해","가덕도(20201)","20130424","","2","15.4","2","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130425","13","2","14.2","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130426","13","2","13","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130427","13.2","1","15.2","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130428","13","1","16.8","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130429","13","2","17","2","51%-60%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130430","13.3","2","13.7","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130501","13.5","1","14.9","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130502","13.3","2","13","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130503","13.6","2","15.6","2","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130504","14","1","16.1","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130505","14.1","1","16","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130506","14.3","2","18.5","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130507","14.6","2","17.2","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130508","14.8","2","16.2","2","21%-30%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130509","14.8","2","18.5","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130510","","2","15.2","2","81%-90%","안개(Fog)"
"남해","가덕도(20201)","20130511","14.2","1","18.3","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130512","14","1","18","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130513","14","2","18","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130514","14.8","2","19.5","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130515","14.8","2","20","2","41%-50%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130516","15.3","2","16.9","2","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130517","15.5","1","17","1","61%-70%","개임(운량:3-7)"
"남해","가덕도(20201)","20130518","15.6","1","18.2","1","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130519","","2","17.3","2","81%-90%","안개(Fog)"
"남해","가덕도(20201)","20130520","15.5","2","17.5","2","81%-90%","안개(Fog)"
"남해","가덕도(20201)","20130521","15.8","2","18.6","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130522","16","1","20.4","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130523","16","2","20.4","2","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20130524","16.2","2","21.8","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130525","15.5","1","20","1","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130526","16.5","1","17.9","1","81%-90%","안개(Fog)"
"남해","가덕도(20201)","20130527","16.4","2","20.8","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130528","","2","19.6","2","81%-90%","안개(Fog)"
"남해","가덕도(20201)","20130529","16.6","2","19.8","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130530","16.8","2","20","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130531","16.8","2","23.4","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130601","13.5","1","23","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130602","17.5","1","23","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130603","17.5","2","22","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130604","17.9","2","22.1","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130605","18.6","2","23.8","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130606","18.4","1","21.2","1","81%-90%","안개(Fog)"
"남해","가덕도(20201)","20130607","18.2","2","22","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130608","18.2","1","22.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130609","18","1","22.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130610","18","2","23","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130611","18.5","2","23.5","2","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130612","18.5","2","20.9","2","91%-100%","안개(Fog)"
"남해","가덕도(20201)","20130613","19.2","2","20.6","2","91%-100%","안개(Fog)"
"남해","가덕도(20201)","20130614","19.2","1","22.5","1","91%-100%","비"
"남해","가덕도(20201)","20130615","19.6","1","23.2","1","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130616","20.4","1","24.2","1","91%-100%","안개(Fog)"
"남해","가덕도(20201)","20130617","20.8","2","25.2","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130618","21","1","24.2","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130619","","2","21","2","81%-90%","비"
"남해","가덕도(20201)","20130620","","2","22","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130621","","2","25","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130622","20.4","1","22.9","1","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130623","19.1","1","21.6","1","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130624","19.2","2","23.8","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130625","19.2","2","22","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130626","19.4","1","27","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130627","19.6","2","25.5","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130628","19.8","2","25.6","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130629","20","1","26","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130630","20","1","26.5","1","71%-80%","개임(운량:3-7)"
"남해","가덕도(20201)","20130701","20.8","2","24.4","2","81%-90%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130702","20.6","2","23.6","2","91%-100%","비"
"남해","가덕도(20201)","20130703","","2","23.2","2","91%-100%","비"
"남해","가덕도(20201)","20130704","21.5","2","23.8","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130705","","2","21","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130706","","2","25","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130707","21.2","1","22.2","1","91%-100%","안개(Fog)"
"남해","가덕도(20201)","20130708","21.2","2","25.2","2","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130709","21.2","2","24","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130710","22","2","24","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130711","20","2","25","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130712","20","2","26.5","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130713","21.2","1","28.2","1","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130714","21.2","1","28","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130715","21","2","27","2","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130716","21","2","25.2","2","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130717","20.8","2","26.4","2","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130718","20.8","2","25.4","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130719","20.8","2","25","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130720","21","1","29","1","41%-50%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130721","20.8","1","27.3","1","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130722","20.8","2","27","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130723","20.2","2","26.4","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130724","19.9","2","25.5","2","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130725","19","2","26.2","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130726","18.4","2","26.6","2","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130727","18.2","1","25.8","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130728","18.6","1","25.9","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130729","19.1","2","26.5","2","81%-90%","비"
"남해","가덕도(20201)","20130730","19.5","2","27","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20130731","22.2","2","25.9","2","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130801","19.6","2","25.8","2","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130802","19.4","2","27","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130803","19.4","1","27.6","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130804","19.7","1","27.5","1","61%-70%","개임(운량:3-7)"
"남해","가덕도(20201)","20130805","19.7","2","27.5","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130806","19.8","2","27","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130807","19.8","2","28","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130808","20","2","28.2","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130809","20","2","27.7","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130810","20","1","27","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130811","20","1","29","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130812","20.2","2","28.2","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130813","20.2","2","28","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130814","20.2","2","28","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130815","20","2","26.5","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130816","20","2","26","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130817","20","1","27.5","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130818","21.2","1","29.6","1","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130819","22.4","2","29.8","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130820","22.4","2","28.2","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130821","2","2","28.5","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130822","21.8","2","25.5","2","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130823","","2","26","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130824","","2","23","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130825","23","1","27","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130826","23","2","27","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130827","23","2","25","2","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20130828","23","2","27","2","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20130829","23.8","2","27.2","2","81%-90%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130830","","2","24","2","91%-100%","비"
"남해","가덕도(20201)","20130831","","2","22.8","2","91%-100%","비"
"남해","가덕도(20201)","20130901","23.8","1","24.5","1","51%-60%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130902","23.8","2","26","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130903","24","2","24","2","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130904","24","2","24.2","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130905","24","2","24.6","2","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20130906","24.5","1","22.9","1","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130907","","2","19","2","91%-100%","비"
"남해","가덕도(20201)","20130908","23.5","1","24.2","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130909","23.5","2","24.3","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130910","23.5","2","21","2","51%-60%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130911","23.4","2","23.2","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130912","23.4","2","27","2","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130913","23.4","2","26.5","2","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20130914","25","1","25.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130915","24.5","1","27.6","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130916","24.5","2","27.2","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130917","24.2","2","25.9","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130918","24.2","1","25.7","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130919","24.2","1","28.5","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130920","24","1","27.7","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130921","24","1","27.8","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130922","24","1","27.5","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130923","23.2","2","27","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20130924","23.5","2","24.5","2","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130925","23.4","2","25","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130926","23.2","2","23.2","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130927","23.2","2","23","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20130928","23","1","23","1","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130929","23","1","21","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20130930","","2","23","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131001","23","2","21","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20131002","23","2","21","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131003","23.3","1","23.2","1","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20131004","","2","22.4","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131005","","2","22.2","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131006","","2","24","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131007","","2","22.2","2","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131008","","2","23","2","81%-90%","비"
"남해","가덕도(20201)","20131009","22.7","1","19","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131010","22.1","2","22.2","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131011","22.5","2","23.2","2","Zero","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131012","22","1","20.3","1","Zero","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131013","22.3","1","22.8","1","Zero","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131014","22.2","2","24.2","2","Zero","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131015","22.4","2","23.5","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131016","22.4","2","16","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131017","22.5","2","20.4","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131018","20.5","2","23","2","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131019","20.4","1","19","1","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131020","20.4","1","24","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131021","20.2","2","20.8","2","Zero","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131022","20.5","1","20","1","51%-60%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131023","20.4","2","20.6","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131024","20.2","2","18.6","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131025","20.3","2","17.8","2","51%-60%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131026","20.2","1","16.5","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20131027","20.1","1","16","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20131028","20","2","15","2","31%-40%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131029","20","2","16","2","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20131030","19.4","2","17.2","2","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20131031","19.5","2","16.7","2","71%-80%","흐림(운량:8-10)"
