GEOM,STD_YR,SIDO_NM,SGG_NM,BBCH_NM,LA,LO,TURIST_VARTION_VAL,JLYFS_APRT
POINT (128.4437716 38.4636658),2021,강원,고성군,화진포,38.4636658,128.4437716,159928,72.7
POINT (128.4437716 38.4636658),2021,강원,고성군,화진포콘도,38.4636658,128.4437716,2559,72.7
POINT (128.6951533 34.97650849),2021,강원,동해시,노봉,34.97650849,128.6951533,5799,72.7
POINT (129.0896615 37.5922384),2021,강원,동해시,망상,37.5922384,129.0896615,-34020,72.7
POINT (129.1142623 37.5601309),2021,강원,동해시,어달,37.5601309,129.1142623,1423,72.7
POINT (129.1601364 37.4793847),2021,강원,동해시,추암,37.4793847,129.1601364,-17293,72.7
POINT (129.2304151 37.3842057),2021,강원,삼척시,맹방,37.3842057,129.2304151,56210,72.7
POINT (129.164595 37.4479795),2021,강원,삼척시,삼척,37.4479795,129.164595,-67315,72.7
POINT (129.1910027 37.4261688),2021,강원,삼척시,오분,37.4261688,129.1910027,-360,72.7
POINT (129.3055867 37.2893427),2021,강원,삼척시,용화,37.2893427,129.3055867,3644,72.7
POINT (129.2712626 37.3004606),2021,강원,삼척시,원평,37.3004606,129.2712626,3252,72.7
POINT (129.1761481 37.4638711),2021,강원,삼척시,작은후진,37.4638711,129.1761481,2054,72.7
POINT (129.2304151 37.3842057),2021,강원,삼척시,하맹방,37.3842057,129.2304151,1230,72.7
POINT (128.5997638 38.2136429),2021,강원,속초시,등대,38.2136429,128.5997638,-10762,72.7
POINT (128.6019216 38.1905509),2021,강원,속초시,속초,38.1905509,128.6019216,136147,72.7
POINT (128.6075641 38.1821303),2021,강원,속초시,외옹치,38.1821303,128.6075641,52460,72.7
POINT (128.7858869 37.9451436),2021,강원,양양군,갯마을,37.9451436,128.7858869,3466,72.7
POINT (128.7669653 37.9566959),2021,강원,양양군,광진,37.9566959,128.7669653,388,72.7
POINT (128.7300437 38.0077853),2021,강원,양양군,기사문,38.0077853,128.7300437,-16252,72.7
POINT (128.6340071 38.1167945),2021,강원,양양군,낙산,38.1167945,128.6340071,8565,72.7
POINT (128.7881347 37.9398811),2021,강원,양양군,남애 1,37.9398811,128.7881347,-330,72.7
POINT (128.7817971 37.9450753),2021,강원,양양군,남애 3,37.9450753,128.7817971,5071,72.7
POINT (128.7565491 37.9818945),2021,강원,양양군,동산,37.9818945,128.7565491,1708,72.7
POINT (128.7599112 37.9790852),2021,강원,양양군,동산포,37.9790852,128.7599112,-99,72.7
POINT (128.6831831 38.05857569),2021,강원,양양군,동호,38.05857569,128.6831831,-16954,72.7
POINT (128.6099938 38.1556571),2021,강원,양양군,물치,38.1556571,128.6099938,-2047,72.7
POINT (128.7408492 37.984168),2021,강원,양양군,북분,37.984168,128.7408492,511,72.7
POINT (128.6282834 38.1247862),2021,강원,양양군,설악,38.1247862,128.6282834,6102,72.7
POINT (128.6603825 38.0861088),2021,강원,양양군,오산(송전),38.0861088,128.6603825,-1550,72.7
POINT (128.7921407 37.9302649),2021,강원,양양군,원포,37.9302649,128.7921407,3687,72.7
POINT (128.7618788 37.9702347),2021,강원,양양군,인구,37.9702347,128.7618788,-4307,72.7
POINT (128.7429198 37.9924969),2021,강원,양양군,잔교,37.9924969,128.7429198,502,72.7
POINT (128.618311 38.1345664),2021,강원,양양군,정암,38.1345664,128.618311,482,72.7
POINT (128.7592296 37.9718042),2021,강원,양양군,죽도,37.9718042,128.7592296,-3047,72.7
POINT (128.7172648 38.0275279),2021,강원,양양군,중광정,38.0275279,128.7172648,-6062,72.7
POINT (128.8032747 37.9204263),2021,강원,양양군,지경,37.9204263,128.8032747,-29979,72.7
POINT (128.7164669 38.0141238),2021,강원,양양군,하조대,38.0141238,128.7164669,-195272,72.7
POINT (129.2241075 35.2621774),2021,부산,기장군,일광,35.2621774,129.2241075,-78600,38.1
POINT (129.2557805 35.3199181),2021,부산,기장군,임랑,35.3199181,129.2557805,-93131,38.1
POINT (128.9945474 35.0756779),2021,부산,사하구,다대포,35.0756779,128.9945474,-211700,38.1
POINT (129.0169452 35.07593117),2021,부산,서구,송도,35.07593117,129.0169452,-768590,38.1
POINT (129.1185399 35.1537821),2021,부산,수영구,광안리,35.1537821,129.1185399,-1529986,38.1
POINT (129.1958718 35.1764467),2021,부산,해운대구,송정,35.1764467,129.1958718,-303918,38.1
POINT (129.1638525 35.1631596),2021,부산,해운대구,해운대,35.1631596,129.1638525,-1852318,38.1
